Year,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,Budget,DomesticGross,InternationalGross,WorldwideGross,NetProfits,roi
2013,One Direction: This is Us,Sony Pictures,Concert/Performance,Based on Real Life Events,Live Action,Factual,10000000,28873374,39668412,68541786,58541786,6.0
2013,Kick-Ass 2,Universal,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,28000000,28795985,34333924,63129909,35129909,1.0
2013,Dallas Buyers Club,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,5000000,27298285,33313560,60611845,55611845,11.0
2013,Rush,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,38000000,26947624,71283215,98230839,60230839,2.0
2013,The Host,Open Road,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,50000000,26623701,37853350,64477051,14477051,0.0
2013,The World's End,Focus Features,Comedy,Original Screenplay,Live Action,Science Fiction,20000000,26004851,21503654,47508505,27508505,1.0
2013,21 and Over,Relativity,Comedy,Original Screenplay,Live Action,Contemporary Fiction,13000000,25682380,16513386,42195766,29195766,2.0
2013,Escape Plan,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,70000000,25135965,78600000,103735965,33735965,0.0
2013,Don Jon,Relativity,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,5500000,24477704,16790875,41268579,35768579,7.0
2014,American Sniper,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,58000000,350126372,197200000,547326372,489326372,8.0
2014,The Hunger Games: Mockingjay - Part 1,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,125000000,337135885,429439246,766575131,641575131,5.0
2014,Guardians of the Galaxy,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,170000000,333172112,437964895,771137007,601137007,4.0
2014,Captain America: The Winter Soldier,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,170000000,259746958,454654931,714401889,544401889,3.0
2014,The Lego Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,60000000,257784718,210300000,468084718,408084718,7.0
2014,The Hobbit: The Battle of the Five Ar…,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,250000000,255119788,690457833,945577621,695577621,3.0
2014,Transformers: Age of Extinction,Paramount Pictures,Action,Based on TV,Animation/Live Action,Science Fiction,210000000,245439076,858614996,1104054072,894054072,4.0
2014,Maleficent,Walt Disney,Adventure,Spin-Off,Live Action,Fantasy,180000000,241407328,517129407,758536735,578536735,3.0
2014,X-Men: Days of Future Past,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000,233921534,513941241,747862775,547862775,3.0
2014,Big Hero 6,Walt Disney,Adventure,Original Screenplay,Digital Animation,Super Hero,165000000,222527828,429600000,652127828,487127828,3.0
2014,Dawn of the Planet of the Apes,20th Century Fox,Adventure,Remake,Animation/Live Action,Science Fiction,170000000,208545589,502098977,710644566,540644566,3.0
2014,The Amazing Spider-Man 2,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000,202853933,506142403,708996336,508996336,3.0
2014,Godzilla,Warner Bros.,Action,Remake,Live Action,Science Fiction,160000000,200676069,328400000,529076069,369076069,2.0
2014,22 Jump Street,Sony Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,50000000,191719337,139614539,331333876,281333876,6.0
2014,Teenage Mutant Ninja Turtles,Paramount Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,125000000,191204754,293800000,485004754,360004754,3.0
2014,Interstellar,Paramount Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,165000000,188017894,477225240,665243134,500243134,3.0
2014,How to Train Your Dragon 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,145000000,177002924,437583346,614586270,469586270,3.0
2014,Gone Girl,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,61000000,167767189,200800000,368567189,307567189,5.0
2014,Divergent,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,85000000,150947895,125067070,276014965,191014965,2.0
2014,Neighbors,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,18000000,150086800,120857628,270944428,252944428,14.0
2014,Ride Along,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000,134202565,19531235,153733800,128733800,5.0
2014,Rio 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,130000000,131538435,361307856,492846291,362846291,3.0
2014,Into the Woods,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,56200000,128002372,85114029,213116401,156916401,3.0
2014,Lucy,Universal,Action,Original Screenplay,Live Action,Science Fiction,40000000,126573960,330933816,457507776,417507776,10.0
